,iati_identifier,title_narrative,document_link_url,document_link_title_narrative,document-link.category-codes-combined
1884,GB-1-204293,['Risk Management Office'],"['http://iati.fcdo.gov.uk/iati_documents/5732559.odt', 'http://iati.fcdo.gov.uk/iati_documents/5268011.odt', 'http://iati.fcdo.gov.uk/iati_documents/4665364.odt', 'http://iati.fcdo.gov.uk/iati_documents/4496345.odt', 'http://iati.fcdo.gov.uk/iati_documents/4372459.odt', 'http://iati.fcdo.gov.uk/iati_documents/4372454.xlsx']","['Project completion review (5732559 ) 204293 (Published - April, 2017).odt', 'Annual review (5268011 ) 204293 (Published - January, 2016).odt', 'Annual review (4665364 ) 204293 (Published - December, 2014).odt', 'Intervention Summary (4496345 ) 204293 (Published - May, 2014).odt', 'Business Case and Summary (4372459 ) 204293 (Published - February, 2014).odt', 'Logical framework (4372454 ) 204293 (Published - February, 2014).xlsx']","['A01,A07,A08', 'A07,A08', 'A07,A08', 'A02', 'A01,A02,A03,A04,A05', 'A02,A08']"
1885,GB-1-204296,['Global Partnership for Effective Dev'],"['http://iati.fcdo.gov.uk/iati_documents/5266066.xlsx', 'http://iati.fcdo.gov.uk/iati_documents/4698026.odt', 'http://iati.fcdo.gov.uk/iati_documents/4697873.odt', 'http://iati.fcdo.gov.uk/iati_documents/4529100.odt']","['Logical Framework (5266066 ) 204296 (Published - December, 2015).xlsx', 'Business Case and Summary (4698026 ) 204296 (Published - October, 2014).odt', 'Annual review (4697873 ) 204296 (Published - October, 2014).odt', 'Accountable Grant (4529100 ) 204296 (Published - June, 2014).odt']","['A02,A08', 'A01,A02,A03,A04,A05', 'A07,A08', 'A09']"
1886,GB-1-105844,['Mining Sector reform project'],"['http://iati.fcdo.gov.uk/iati_documents/5569786.odt', 'http://iati.fcdo.gov.uk/iati_documents/5079800.odt', 'http://iati.fcdo.gov.uk/iati_documents/4805010.odt', 'http://iati.fcdo.gov.uk/iati_documents/46757817.odt', 'http://iati.fcdo.gov.uk/iati_documents/4145432.odt', 'http://iati.fcdo.gov.uk/iati_documents/4145425.odt', 'http://iati.fcdo.gov.uk/iati_documents/4139528.odt', 'http://iati.fcdo.gov.uk/iati_documents/36303768.odt', 'http://iati.fcdo.gov.uk/iati_documents/31547102.xlsx', 'http://iati.fcdo.gov.uk/iati_documents/15720371.odt', 'http://iati.fcdo.gov.uk/iati_documents/13596955.odt']","['Annual review (5569786 ) 105844 (Published - October, 2016).odt', 'Annual review (5079800 ) 105844 (Published - August, 2015).odt', 'Annual review (4805010 ) 105844 (Published - January, 2015).odt', 'Project completion review (46757817) 105844 (Published - March, 2019).odt', 'Annual review (4145432 ) 105844 (Published - September, 2013).odt', 'Business Case and Summary (4145425 ) 105844 (Published - September, 2013).odt', 'Annual review (4139528 ) 105844 (Published - September, 2013).odt', 'Annual review (36303768) 105844 (Published - September, 2018).odt', 'Logical framework (31547102) 105844 (Published - May, 2018).xlsx', 'Annual review (15720371) 105844 (Published - August, 2017).odt', 'Addendum to the Business Case (13596955) 105844 (Published - August, 2017).odt']","['A07,A08', 'A07,A08', 'A07,A08', 'A01,A07,A08', 'A07,A08', 'A01,A02,A03,A04,A05', 'A07,A08', 'A07,A08', 'A02,A08', 'A07,A08', 'A02,A03,A04,A05']"
1887,GB-1-105851,['Mbuji Mayi Water Facility Project'],"['http://iati.fcdo.gov.uk/iati_documents/4143653.xls', 'http://iati.fcdo.gov.uk/iati_documents/4111733.odt', 'http://iati.fcdo.gov.uk/iati_documents/4111717.odt', 'http://iati.fcdo.gov.uk/iati_documents/4111588.xls', 'http://iati.fcdo.gov.uk/iati_documents/4111534.xls', 'http://iati.fcdo.gov.uk/iati_documents/4111350.xls']","['Annual review (4143653 ) 105851 (Published - September, 2013).xls', 'Project completion review (4111733 ) 105851 (Published - August, 2013).odt', 'Business Case and Summary (4111717 ) 105851 (Published - August, 2013).odt', 'Annual review (4111588 ) 105851 (Published - August, 2013).xls', 'Annual review (4111534 ) 105851 (Published - August, 2013).xls', 'Annual review (4111350 ) 105851 (Published - August, 2013).xls']","['A07,A08', 'A01,A07,A08', 'A01,A02,A03,A04,A05', 'A07,A08', 'A07,A08', 'A07,A08']"
1888,GB-1-105854,['Access to Primary Education'],['http://iati.fcdo.gov.uk/iati_documents/3752398.odt'],"['Project completion review (3752398 ) 105854 (Published - November, 2012).odt']","['A01,A07,A08']"
1889,GB-1-204311,['FIRST (phase III) - Financial Sector Reform and Strengthening Initiative'],"['http://iati.fcdo.gov.uk/iati_documents/5756454.odt', 'http://iati.fcdo.gov.uk/iati_documents/5325069.odt', 'http://iati.fcdo.gov.uk/iati_documents/4961629.xlsx', 'http://iati.fcdo.gov.uk/iati_documents/4852901.odt', 'http://iati.fcdo.gov.uk/iati_documents/4562479.odt', 'http://iati.fcdo.gov.uk/iati_documents/44699409.odt', 'http://iati.fcdo.gov.uk/iati_documents/3871333.odt']","['Annual review (5756454 ) 204311 (Published - May, 2017).odt', 'Annual review (5325069 ) 204311 (Published - February, 2016).odt', 'Logical framework (4961629 ) 204311 (Published - February, 2016).xlsx', 'Annual review (4852901 ) 204311 (Published - February, 2016).odt', 'Annual review (4562479 ) 204311 (Published - June, 2016).odt', 'Project completion review (44699409) 204311 (Published - January, 2019).odt', 'Business Case and Summary (3871333 ) 204311 (Published - February, 2016).odt']","['A07,A08', 'A07,A08', 'A02,A08', 'A07,A08', 'A07,A08', 'A01,A07,A08', 'A01,A02,A03,A04,A05']"
1890,GB-1-105861,['Access to Healthcare in the Democratic Republic of Congo'],"['http://iati.fcdo.gov.uk/iati_documents/4044120.odt', 'http://iati.fcdo.gov.uk/iati_documents/4032546.xls', 'http://iati.fcdo.gov.uk/iati_documents/3409805.odt', 'http://iati.fcdo.gov.uk/iati_documents/3409661.odt']","['Project completion review (4044120 ) 105861 (Published - December, 2014).odt', 'Logical framework (4032546 ) 105861 (Published - December, 2014).xls', 'Annual review (3409805 ) 105861 (Published - December, 2014).odt', 'Annual review (3409661 ) 105861 (Published - December, 2014).odt']","['A01,A07,A08', 'A02,A08', 'A07,A08', 'A07,A08']"
1891,GB-1-204322,['Research on Improving Systems of Education (RISE)'],"['http://iati.fcdo.gov.uk/iati_documents/D0002589.xlsx', 'http://iati.fcdo.gov.uk/iati_documents/D0002588.odt', 'http://iati.fcdo.gov.uk/iati_documents/90000666.odt', 'http://iati.fcdo.gov.uk/iati_documents/8957766.odt', 'http://iati.fcdo.gov.uk/iati_documents/8021989.odt', 'http://iati.fcdo.gov.uk/iati_documents/8021971.odt', 'http://iati.fcdo.gov.uk/iati_documents/8021731.odt', 'http://iati.fcdo.gov.uk/iati_documents/59230847.odt', 'http://iati.fcdo.gov.uk/iati_documents/54103956.odt', 'http://iati.fcdo.gov.uk/iati_documents/52804297.odt', 'http://iati.fcdo.gov.uk/iati_documents/46231342.odt', 'http://iati.fcdo.gov.uk/iati_documents/45699688.odt', 'http://iati.fcdo.gov.uk/iati_documents/28334042.odt', 'http://iati.fcdo.gov.uk/iati_documents/26699828.odt', 'http://iati.fcdo.gov.uk/iati_documents/12513191.odt', 'https://www.contractsfinder.service.gov.uk/Notice/819aed2c-4065-408b-b013-1de98acebd37', 'https://data.gov.uk/data/contracts-finder-archive/contract/1702253/', 'https://data.gov.uk/data/contracts-finder-archive/contract/1516814/', 'https://www.contractsfinder.service.gov.uk/Notice/c24f9abf-e3fc-4817-ae77-925459636502']","['Logical Framework (D0002589) 204322 (Published - March, 2023).xlsx', 'Annual review (D0002588) 204322 (Published - March, 2023).odt', 'Annual review (90000666) 204322 (Published - March, 2022).odt', 'Annual review (8957766 ) 204322 (Published - September, 2018).odt', 'Annual review (8021989 ) 204322 (Published - September, 2018).odt', 'Business Case and Summary (8021971 ) 204322 (Published - September, 2018).odt', 'Annual review (8021731 ) 204322 (Published - March, 2018).odt', 'Annual review (59230847) 204322 (Published - January, 2021).odt', 'Addendum to the Business Case (54103956) 204322 (Published - February, 2020).odt', 'Annual review (52804297) 204322 (Published - December, 2019).odt', 'Addendum to the Business Case (46231342) 204322 (Published - February, 2019).odt', 'Annual review (45699688) 204322 (Published - February, 2019).odt', 'Annual review (28334042) 204322 (Published - March, 2018).odt', 'Annual review (26699828) 204322 (Published - February, 2018).odt', 'Annual review (12513191) 204322 (Published - September, 2018).odt', 'Contract: PROJ10062 - Evaluation of the Research on Improving Systems of Education (RISE) Programme Contract Award', 'Tender: DFID 6686 – Effective Education Systems Programme Directorate', 'Contract: DFID 6530 Effective Education Systems (EES) – Research Director and Intellectual Leadership Team', 'Contract: DFID 6686 Effective Education Systems Research (RISE) - Programme Directorate']","['A02,A08', 'A07,A08', 'A07,A08', 'A07,A08', 'A07,A08', 'A01,A02,A03,A04,A05', 'A07,A08', 'A07,A08', 'A02,A03,A04,A05', 'A07,A08', 'A02,A03,A04,A05', 'A07,A08', 'A07,A08', 'A07,A08', 'A07,A08', 'A11', 'A10', 'A11', 'A11']"
1892,GB-1-105891,['Rehabilitation and Maintenance of Kisangani- Kindu (K2)  Roads'],['http://iati.fcdo.gov.uk/iati_documents/4143473.xls'],"['Project completion review (4143473 ) 105891 (Published - September, 2013).xls']","['A01,A07,A08']"
1893,GB-1-204323,['Support to the Rwanda Public Financial Management Sector Strategic Plan (2013-2018)'],"['http://iati.fcdo.gov.uk/iati_documents/5429012.odt', 'http://iati.fcdo.gov.uk/iati_documents/4928012.odt', 'http://iati.fcdo.gov.uk/iati_documents/4491533.xls', 'http://iati.fcdo.gov.uk/iati_documents/4460242.odt', 'http://iati.fcdo.gov.uk/iati_documents/39229789.odt', 'http://iati.fcdo.gov.uk/iati_documents/18823916.odt']","['Annual review (5429012 ) 204323 (Published - May, 2016).odt', 'Annual review (4928012 ) 204323 (Published - June, 2015).odt', 'Logical framework (4491533 ) 204323 (Published - June, 2014).xls', 'Business Case and Summary (4460242 ) 204323 (Published - June, 2014).odt', 'Memoranda of understanding (39229789) 204323 (Published - October, 2018).odt', 'Project completion review (18823916) 204323 (Published - October, 2017).odt']","['A07,A08', 'A07,A08', 'A02,A08', 'A01,A02,A03,A04,A05', 'A09', 'A01,A07,A08']"
1894,GB-1-106014,['Public Service Management'],"['http://iati.fcdo.gov.uk/iati_documents/4241724.xlsx', 'http://iati.fcdo.gov.uk/iati_documents/3454917.odt']","['Logical framework (4241724 ) 106014 (Published - November, 2013).xlsx', 'Annual review (3454917 ) 106014 (Published - March, 2012).odt']","['A02,A08', 'A07,A08']"
1895,GB-1-204326,['Political Settlements Research: Towards Open and Inclusive Settlements'],"['http://iati.fcdo.gov.uk/iati_documents/9327300.odt', 'http://iati.fcdo.gov.uk/iati_documents/8971832.odt', 'http://iati.fcdo.gov.uk/iati_documents/8769701.xls', 'http://iati.fcdo.gov.uk/iati_documents/8534256.odt', 'http://iati.fcdo.gov.uk/iati_documents/8520996.odt', 'http://iati.fcdo.gov.uk/iati_documents/61237544.odt', 'http://iati.fcdo.gov.uk/iati_documents/55965584.odt', 'http://iati.fcdo.gov.uk/iati_documents/50500605.odt', 'http://iati.fcdo.gov.uk/iati_documents/38761780.odt', 'https://data.gov.uk/data/contracts-finder-archive/contract/1582953/', 'https://www.contractsfinder.service.gov.uk/Notice/b683653e-b7e8-4e67-bb5a-863711803116']","['Annual review (9327300 ) 204326 (Published - January, 2019).odt', 'Annual review (8971832 ) 204326 (Published - January, 2019).odt', 'Logical framework (8769701 ) 204326 (Published - October, 2019).xls', 'Business Case and Summary (8534256 ) 204326 (Published - January, 2019).odt', 'Annual review (8520996 ) 204326 (Published - January, 2019).odt', 'Addendum to the Business Case (61237544) 204326 (Published - June, 2021).odt', 'Annual review (55965584) 204326 (Published - June, 2020).odt', 'Annual review (50500605) 204326 (Published - August, 2019).odt', 'Annual review (38761780) 204326 (Published - October, 2018).odt', 'Tender: DFID 6663 Political Settlements Research', 'Contract: DFID 6663 Political Settlements Research: Towards Open and Inclusive Settlements']","['A07,A08', 'A07,A08', 'A02,A08', 'A01,A02,A03,A04,A05', 'A07,A08', 'A02,A03,A04,A05', 'A07,A08', 'A07,A08', 'A07,A08', 'A10', 'A11']"
1896,GB-1-204329,['Female Genital Mutilation/Cutting'],"['http://iati.fcdo.gov.uk/iati_documents/4925347.odt', 'http://iati.fcdo.gov.uk/iati_documents/4850855.odt', 'http://iati.fcdo.gov.uk/iati_documents/4604721.odt', 'http://iati.fcdo.gov.uk/iati_documents/18079606.xlsx', 'https://www.contractsfinder.service.gov.uk/Notice/682a6413-fd49-45d8-87af-0c7840f78a3e', 'https://www.contractsfinder.service.gov.uk/Notice/eab38d12-54e6-44ba-89f9-965480dfa89f']","['Annual review (4925347 ) 204329 (Published - November, 2015).odt', 'Annual review (4850855 ) 204329 (Published - November, 2015).odt', 'Business Case and Summary (4604721 ) 204329 (Published - September, 2014).odt', 'Logical framework (18079606) 204329 (Published - October, 2017).xlsx', 'Contract: DFID 7134 FGM/C Research Programme (Evidence to End FGM/C: Research to Help Girls and Women Thrive) Contract Amendment No 4', 'Contract: DFID 6337 Toward ending Female Genital Mutilation/Cutting (FGM/C) in Africa and beyond: Research Programme']","['A07,A08', 'A07,A08', 'A01,A02,A03,A04,A05', 'A02,A08', 'A11', 'A11']"
1897,GB-1-204330,['Ghana Oil and Gas for Inclusive Growth'],"['http://iati.fcdo.gov.uk/iati_documents/58833486.odt', 'http://iati.fcdo.gov.uk/iati_documents/5730345.odt', 'http://iati.fcdo.gov.uk/iati_documents/5584543.xlsx', 'http://iati.fcdo.gov.uk/iati_documents/5398627.odt', 'http://iati.fcdo.gov.uk/iati_documents/52554971.odt', 'http://iati.fcdo.gov.uk/iati_documents/5250751.odt', 'http://iati.fcdo.gov.uk/iati_documents/4917586.odt', 'http://iati.fcdo.gov.uk/iati_documents/4269520.odt', 'http://iati.fcdo.gov.uk/iati_documents/22849552.odt', 'www.piacghana.org', 'https://data.gov.uk/data/contracts-finder-archive/contract/1702134/', 'https://data.gov.uk/data/contracts-finder-archive/contract/1626188/', 'https://www.contractsfinder.service.gov.uk/Notice/75e5c924-ad9f-4cef-8315-a25d1c17499e']","['Project completion review (58833486) 204330 (Published - May, 2021).odt', 'Annual review (5730345 ) 204330 (Published - March, 2017).odt', 'Logical framework (5584543 ) 204330 (Published - September, 2016).xlsx', 'Memoranda of understanding (5398627 ) 204330 (Published - April, 2016).odt', 'Annual review (52554971) 204330 (Published - December, 2019).odt', 'Annual review (5250751 ) 204330 (Published - March, 2016).odt', 'Annual review (4917586 ) 204330 (Published - March, 2015).odt', 'Business Case and Summary (4269520 ) 204330 (Published - July, 2015).odt', 'Annual review (22849552) 204330 (Published - July, 2018).odt', 'Activity website', 'Contract: DFID 6659 Ghana Oil and Gas for Inclusive Growth', 'Tender: DFID 6659 Ghana Oil and Gas for Inclusive Growth Service Provider', 'Contract: Ghana Oil and Gas for Inclusive Growth - Contract Amendment No. 2']","['A01,A07,A08', 'A07,A08', 'A02,A08', 'A09', 'A07,A08', 'A07,A08', 'A07,A08', 'A01,A02,A03,A04,A05', 'A07,A08', 'A12', 'A11', 'A10', 'A11']"
1898,GB-1-204336,['Humanitarian response in Tanzania programme'],"['http://iati.fcdo.gov.uk/iati_documents/5773003.odt', 'http://iati.fcdo.gov.uk/iati_documents/5622566.odt', 'http://iati.fcdo.gov.uk/iati_documents/5480023.odt', 'http://iati.fcdo.gov.uk/iati_documents/5478340.odt', 'http://iati.fcdo.gov.uk/iati_documents/4857198.odt', 'http://iati.fcdo.gov.uk/iati_documents/4668926.odt', 'http://iati.fcdo.gov.uk/iati_documents/4342057.odt', 'http://iati.fcdo.gov.uk/iati_documents/4246689.xlsx']","['Memoranda of understanding - amendment letter (5773003 ) 204336 (Published - June, 2017).odt', 'Project completion review (5622566 ) 204336 (Published - November, 2016).odt', 'Addendum to the Business Case (5480023 ) 204336 (Published - June, 2016).odt', 'Addendum to the Business Case (5478340 ) 204336 (Published - June, 2016).odt', 'Annual review (4857198 ) 204336 (Published - February, 2015).odt', 'Memoranda of understanding (4668926 ) 204336 (Published - September, 2014).odt', 'Business Case and Summary (4342057 ) 204336 (Published - February, 2014).odt', 'Logical framework (4246689 ) 204336 (Published - November, 2013).xlsx']","['A09', 'A01,A07,A08', 'A02,A03,A04,A05', 'A02,A03,A04,A05', 'A07,A08', 'A09', 'A01,A02,A03,A04,A05', 'A02,A08']"
1899,GB-1-204337,['Core Support to St Helena Capital Programme 2014-2017'],"['http://iati.fcdo.gov.uk/iati_documents/5440841.odt', 'http://iati.fcdo.gov.uk/iati_documents/5440433.odt', 'http://iati.fcdo.gov.uk/iati_documents/5384641.odt', 'http://iati.fcdo.gov.uk/iati_documents/19249203.odt', 'http://iati.fcdo.gov.uk/iati_documents/19185938.xls', 'http://iati.fcdo.gov.uk/iati_documents/18012448.odt', 'http://iati.fcdo.gov.uk/iati_documents/16481896.odt']","['Annual review (5440841 ) 204337 (Published - August, 2017).odt', 'Annual review (5440433 ) 204337 (Published - August, 2017).odt', 'Business Case and Summary (5384641 ) 204337 (Published - August, 2017).odt', 'Memoranda of understanding (19249203) 204337 (Published - October, 2017).odt', 'Logical framework (19185938) 204337 (Published - October, 2017).xls', 'Addendum to the Business Case (18012448) 204337 (Published - October, 2017).odt', 'Annual review (16481896) 204337 (Published - September, 2017).odt']","['A07,A08', 'A07,A08', 'A01,A02,A03,A04,A05', 'A09', 'A02,A08', 'A02,A03,A04,A05', 'A07,A08']"
1900,GB-1-204338,['Sustainable Urban Economic Development Programme (SUED)'],"['http://iati.fcdo.gov.uk/iati_documents/D0003294.xlsx', 'http://iati.fcdo.gov.uk/iati_documents/D0003014.odt', 'http://iati.fcdo.gov.uk/iati_documents/90000183.odt', 'http://iati.fcdo.gov.uk/iati_documents/58777091.odt', 'http://iati.fcdo.gov.uk/iati_documents/51287506.odt', 'http://iati.fcdo.gov.uk/iati_documents/36391053.odt', 'http://iati.fcdo.gov.uk/iati_documents/16865377.odt', 'http://iati.fcdo.gov.uk/iati_documents/15920544.odt', 'https://www.contractsfinder.service.gov.uk/Notice/845da4b0-e8c2-46c6-941a-305ad277ffbb', 'https://www.contractsfinder.service.gov.uk/Notice/40874ebd-5917-4e9b-be56-4111b1c1debc']","['Logical Framework (D0003294) 204338 (Published - July, 2023).xlsx', 'Annual review (D0003014) 204338 (Published - April, 2023).odt', 'Annual review (90000183) 204338 (Published - December, 2021).odt', 'Annual review (58777091) 204338 (Published - December, 2020).odt', 'Annual review (51287506) 204338 (Published - October, 2019).odt', 'Annual review (36391053) 204338 (Published - September, 2018).odt', 'Business Case and Summary (16865377) 204338 (Published - September, 2017).odt', 'Annual review (15920544) 204338 (Published - October, 2017).odt', 'Contract: DFID 8205 Monitoring and Evaluation of SUED Contract Award', 'Contract: DFID 7937 Sustainable Urban Economic Development (SUED) Programme, Kenya Contract Award']","['A02,A08', 'A07,A08', 'A07,A08', 'A07,A08', 'A07,A08', 'A07,A08', 'A01,A02,A03,A04,A05', 'A07,A08', 'A11', 'A11']"
1901,GB-1-204339,['Kenya Extractives Programme (K-EXPRO)'],"['http://iati.fcdo.gov.uk/iati_documents/5653770.odt', 'http://iati.fcdo.gov.uk/iati_documents/5595095.odt', 'http://iati.fcdo.gov.uk/iati_documents/45423255.odt', 'http://iati.fcdo.gov.uk/iati_documents/24130572.xlsx', 'http://iati.fcdo.gov.uk/iati_documents/17611080.odt', 'https://www.contractsfinder.service.gov.uk/Notice/45afe0cf-5786-45b7-a787-9f37e79c08b9']","['Business Case and Summary (5653770 ) 204339 (Published - December, 2016).odt', 'Annual review (5595095 ) 204339 (Published - December, 2016).odt', 'Project completion review (45423255) 204339 (Published - February, 2019).odt', 'Logical framework (24130572) 204339 (Published - January, 2018).xlsx', 'Annual review (17611080) 204339 (Published - November, 2017).odt', 'Contract: DFID 7545 Kenya Extractives Programme (K-EXPRO)']","['A01,A02,A03,A04,A05', 'A07,A08', 'A01,A07,A08', 'A02,A08', 'A07,A08', 'A11']"
1902,GB-1-204341,['Organisation for Economic Co-operation and Development - Effective Institutions Platform'],"['http://iati.fcdo.gov.uk/iati_documents/5496804.odt', 'http://iati.fcdo.gov.uk/iati_documents/5418135.odt', 'http://iati.fcdo.gov.uk/iati_documents/4780631.odt', 'http://iati.fcdo.gov.uk/iati_documents/4312843.xlsx', 'http://iati.fcdo.gov.uk/iati_documents/4209113.odt']","['Project completion review (5496804 ) 204341 (Published - July, 2016).odt', 'Memoranda of understanding - amendment letter (5418135 ) 204341 (Published - April, 2016).odt', 'Annual review (4780631 ) 204341 (Published - April, 2015).odt', 'Logical framework (4312843 ) 204341 (Published - June, 2016).xlsx', 'Business Case and Summary (4209113 ) 204341 (Published - September, 2014).odt']","['A01,A07,A08', 'A09', 'A07,A08', 'A02,A08', 'A01,A02,A03,A04,A05']"
1903,GB-1-204343,"['SEAG - Sustainable Energy, Access and Gender']","['http://iati.fcdo.gov.uk/iati_documents/8046165.odt', 'http://iati.fcdo.gov.uk/iati_documents/55985759.odt', 'http://iati.fcdo.gov.uk/iati_documents/5189965.odt', 'http://iati.fcdo.gov.uk/iati_documents/4726110.odt', 'http://iati.fcdo.gov.uk/iati_documents/4351408.odt', 'http://iati.fcdo.gov.uk/iati_documents/36413129.odt']","['Annual review (8046165 ) 204343 (Published - April, 2018).odt', 'Annual review (55985759) 204343 (Published - February, 2021).odt', 'Annual review (5189965 ) 204343 (Published - February, 2016).odt', 'Annual review (4726110 ) 204343 (Published - December, 2014).odt', 'Business Case and Summary (4351408 ) 204343 (Published - November, 2014).odt', 'Annual review (36413129) 204343 (Published - September, 2018).odt']","['A07,A08', 'A07,A08', 'A07,A08', 'A07,A08', 'A01,A02,A03,A04,A05', 'A07,A08']"
1904,GB-1-204349,"['Strengthening African Networks for Governance, Accountability and Transparency']","['http://iati.fcdo.gov.uk/iati_documents/5254948.odt', 'http://iati.fcdo.gov.uk/iati_documents/5152948.odt', 'http://iati.fcdo.gov.uk/iati_documents/4962406.xlsx', 'http://iati.fcdo.gov.uk/iati_documents/4735642.odt']","['Project completion review (5254948 ) 204349 (Published - December, 2015).odt', 'Memoranda of understanding (5152948 ) 204349 (Published - September, 2015).odt', 'Logical framework (4962406 ) 204349 (Published - December, 2017).xlsx', 'Business Case and Summary (4735642 ) 204349 (Published - August, 2015).odt']","['A01,A07,A08', 'A09', 'A02,A08', 'A01,A02,A03,A04,A05']"
1905,GB-1-204351,"['UK humanitarian support for response to Typhoon Haiyan, Philippines']","['http://iati.fcdo.gov.uk/iati_documents/5382794.odt', 'http://iati.fcdo.gov.uk/iati_documents/5333077.odt', 'http://iati.fcdo.gov.uk/iati_documents/5271255.odt', 'http://iati.fcdo.gov.uk/iati_documents/4788340.odt', 'http://iati.fcdo.gov.uk/iati_documents/4712441.xls', 'http://iati.fcdo.gov.uk/iati_documents/4359351.odt', 'https://data.gov.uk/data/contracts-finder-archive/contract/1582973/', 'https://data.gov.uk/data/contracts-finder-archive/contract/1528257/']","['Evaluation management response publish (5382794 ) 204351 (Published - March, 2016).odt', 'Evaluation report publish (5333077 ) 204351 (Published - February, 2016).odt', 'Project completion review (5271255 ) 204351 (Published - December, 2015).odt', 'Annual review (4788340 ) 204351 (Published - December, 2014).odt', 'Logical framework (4712441 ) 204351 (Published - December, 2014).xls', 'Business Case and Summary (4359351 ) 204351 (Published - December, 2014).odt', 'Contract: DFID 6831 Evaluation of DFID’s humanitarian response to Typhoon Haiyan (November 2013)', 'Tender: DFID 6831 Evaluation of DFID’s humanitarian response to Typhoon Haiyan (November 2013)']","['A07,A08', 'A01,A07,A08', 'A01,A07,A08', 'A07,A08', 'A02,A08', 'A01,A02,A03,A04,A05', 'A11', 'A10']"
1906,GB-1-204356,['National Assessment of the Incidence of Unintended Pregnancy and Induced Abortion in India'],"['http://iati.fcdo.gov.uk/iati_documents/5366548.odt', 'http://iati.fcdo.gov.uk/iati_documents/5356595.odt', 'http://iati.fcdo.gov.uk/iati_documents/5327621.xlsx', 'http://iati.fcdo.gov.uk/iati_documents/4782098.odt']","['Project completion review (5366548 ) 204356 (Published - March, 2016).odt', 'Business Case and Summary (5356595 ) 204356 (Published - March, 2016).odt', 'Logical framework (5327621 ) 204356 (Published - February, 2016).xlsx', 'Annual review (4782098 ) 204356 (Published - December, 2014).odt']","['A01,A07,A08', 'A01,A02,A03,A04,A05', 'A02,A08', 'A07,A08']"
1907,GB-1-204358,['Pakistan Economic Corridors Programme'],"['http://iati.fcdo.gov.uk/iati_documents/D0003051.xlsx', 'http://iati.fcdo.gov.uk/iati_documents/D0003050.odt', 'http://iati.fcdo.gov.uk/iati_documents/90000498.odt', 'http://iati.fcdo.gov.uk/iati_documents/90000341.odt', 'http://iati.fcdo.gov.uk/iati_documents/60153176.odt', 'http://iati.fcdo.gov.uk/iati_documents/59553451.odt', 'http://iati.fcdo.gov.uk/iati_documents/5698343.odt', 'http://iati.fcdo.gov.uk/iati_documents/53778703.odt', 'http://iati.fcdo.gov.uk/iati_documents/5322186.odt', 'http://iati.fcdo.gov.uk/iati_documents/5040697.odt', 'http://iati.fcdo.gov.uk/iati_documents/4642306.odt', 'http://iati.fcdo.gov.uk/iati_documents/46170856.odt', 'http://iati.fcdo.gov.uk/iati_documents/26064299.odt']","['Logical Framework (D0003051) 204358 (Published - April, 2023).xlsx', 'Project completion review (D0003050) 204358 (Published - April, 2023).odt', 'Annual review (90000498) 204358 (Published - February, 2022).odt', 'Memoranda of understanding - amendment letter (90000341) 204358 (Published - January, 2022).odt', 'Memoranda of understanding - amendment letter (60153176) 204358 (Published - March, 2021).odt', 'Annual review (59553451) 204358 (Published - March, 2021).odt', 'Annual review (5698343 ) 204358 (Published - February, 2017).odt', 'Annual review (53778703) 204358 (Published - January, 2021).odt', 'Annual review (5322186 ) 204358 (Published - February, 2016).odt', 'Memoranda of understanding (5040697 ) 204358 (Published - June, 2015).odt', 'Business Case and Summary (4642306 ) 204358 (Published - January, 2015).odt', 'Annual review (46170856) 204358 (Published - February, 2019).odt', 'Annual review (26064299) 204358 (Published - February, 2018).odt']","['A02,A08', 'A01,A07,A08', 'A07,A08', 'A09', 'A09', 'A07,A08', 'A07,A08', 'A07,A08', 'A07,A08', 'A09', 'A01,A02,A03,A04,A05', 'A07,A08', 'A07,A08']"
1908,GB-1-204362,['Dar Es Salaam Port Improvement Programme (preparatory Phase)'],"['http://iati.fcdo.gov.uk/iati_documents/5216519.odt', 'http://iati.fcdo.gov.uk/iati_documents/43553658.odt', 'http://iati.fcdo.gov.uk/iati_documents/4250489.odt', 'http://iati.fcdo.gov.uk/iati_documents/36213122.xlsx']","['Business Case and Summary (5216519 ) 204362 (Published - November, 2015).odt', 'Project completion review (43553658) 204362 (Published - February, 2019).odt', 'Annual review (4250489 ) 204362 (Published - August, 2017).odt', 'Logical framework (36213122) 204362 (Published - August, 2018).xlsx']","['A01,A02,A03,A04,A05', 'A01,A07,A08', 'A07,A08', 'A02,A08']"
1909,GB-1-107371,"['Sanitation, Hygiene, Education & Water Supply in Bangladesh (SHEWA-B)']","['http://iati.fcdo.gov.uk/iati_documents/3798194.odt', 'http://iati.fcdo.gov.uk/iati_documents/3719327.odt', 'http://iati.fcdo.gov.uk/iati_documents/3663758.xlsx', 'http://iati.fcdo.gov.uk/iati_documents/3658065.odt']","['Annual review (3798194 ) 107371 (Published - July, 2014).odt', 'Business Case and Summary (3719327 ) 107371 (Published - July, 2014).odt', 'Logical framework (3663758 ) 107371 (Published - May, 2015).xlsx', 'Intervention Summary (3658065 ) 107371 (Published - July, 2014).odt']","['A07,A08', 'A01,A02,A03,A04,A05', 'A02,A08', 'A02']"
